000001,Australia and Oceania       ,Office Supplies,Online ,H,20160306,517073523,0303126.25
005804,Europe                      ,Beverages      ,Online ,H,20150623,627415311,0078112.08
005805,Middle East and North Africa,Cosmetics      ,Offline,L,20160411,532583129,0354347.06
005806,Europe                      ,Beverages      ,Online ,L,20160927,312465608,0068465.52
005807,Middle East and North Africa,Beverages      ,Offline,C,20111002,807736575,0094852.62
005808,Middle East and North Africa,Meat           ,Online ,L,20190203,679382359,0182582.41
005809,Sub-Saharan Africa          ,Cereal         ,Offline,C,20200812,458701789,0789159.75
005810,Central America and the Cari,Beverages      ,Offline,H,20100516,297306191,0130980.24
005811,Sub-Saharan Africa          ,Office Supplies,Online ,M,20100829,417119395,0473816.25
005812,Sub-Saharan Africa          ,Meat           ,Online ,M,20130309,660377728,0531960.00
005813,Middle East and North Africa,Office Supplies,Online ,H,20160707,939630019,0790072.50
005814,Asia                        ,Baby Food      ,Online ,L,20100109,787737596,0758731.88
005815,Sub-Saharan Africa          ,Vegetables     ,Online ,H,20110429,707874286,0289577.31
005816,Sub-Saharan Africa          ,Cosmetics      ,Online ,L,20180222,823526418,1499107.13
005817,Asia                        ,Fruits         ,Online ,M,20130903,428492820,0022658.82
005818,Australia and Oceania       ,Vegetables     ,Online ,H,20140910,236884820,0526314.81
005819,Sub-Saharan Africa          ,Baby Food      ,Offline,L,20120929,133126246,0370978.19
005820,North America               ,Household      ,Online ,H,20110730,521953427,1072770.25
005821,Europe                      ,Baby Food      ,Online ,L,20110201,978415191,0350080.72
005822,Sub-Saharan Africa          ,Cosmetics      ,Offline,L,20120904,697872865,0859613.25
005823,Europe                      ,Personal Care  ,Offline,M,20131201,746000277,0173289.91
005824,Europe                      ,Office Supplies,Offline,M,20131112,908783757,1030705.00
005825,Australia and Oceania       ,Clothes        ,Online ,H,20180610,142522132,0317334.25
005826,Australia and Oceania       ,Clothes        ,Offline,C,20130903,623826730,0223771.69
005827,Europe                      ,Vegetables     ,Offline,M,20131102,999621379,0570379.56
005828,Sub-Saharan Africa          ,Office Supplies,Offline,H,20130426,437142407,1137133.75
005829,Asia                        ,Snacks         ,Offline,L,20130508,873938643,0370540.81
005830,Sub-Saharan Africa          ,Fruits         ,Offline,M,20160905,267871415,0019181.19
005831,Australia and Oceania       ,Meat           ,Offline,M,20110704,247114551,0317002.41
005832,Australia and Oceania       ,Beverages      ,Offline,H,20190816,260154378,0067588.56
005833,Australia and Oceania       ,Vegetables     ,Online ,M,20160314,725789725,0389070.19
005834,Sub-Saharan Africa          ,Beverages      ,Online ,C,20200908,783131921,0078190.38
005835,Asia                        ,Cosmetics      ,Online ,L,20160812,541604793,0304098.63
005836,Central America and the Cari,Fruits         ,Online ,C,20100523,630944669,0022661.23
005837,Middle East and North Africa,Personal Care  ,Online ,H,20150417,851200377,0199527.72
005838,Europe                      ,Baby Food      ,Online ,M,20140103,622733247,0906931.44
005839,Asia                        ,Household      ,Offline,C,20170617,336217105,0491886.63
005840,Australia and Oceania       ,Personal Care  ,Offline,M,20160913,902638280,0240099.86
005841,Middle East and North Africa,Household      ,Online ,M,20200427,603295600,1231208.13
005842,Australia and Oceania       ,Personal Care  ,Offline,H,20170107,939800393,0167300.56
005843,Central America and the Cari,Fruits         ,Online ,L,20130118,784076488,0010871.51
005844,Europe                      ,Cosmetics      ,Online ,M,20160301,428360211,0027993.07
005845,Europe                      ,Beverages      ,Offline,C,20190802,235200393,0154689.48
005846,Sub-Saharan Africa          ,Cereal         ,Offline,C,20180110,187458360,0172661.91
005847,Australia and Oceania       ,Cereal         ,Online ,L,20130124,338307940,0149894.28
005848,Central America and the Cari,Cereal         ,Online ,C,20180621,361235463,0571937.06
005849,Asia                        ,Personal Care  ,Online ,L,20120201,900039756,0015512.14
005850,Europe                      ,Personal Care  ,Offline,C,20160113,418832147,0014885.64
005851,North America               ,Vegetables     ,Online ,C,20160706,152036464,0620126.00
005852,Central America and the Cari,Household      ,Online ,M,20111204,954389035,0626293.69
005853,Central America and the Cari,Clothes        ,Online ,L,20180316,150938689,0364776.47
005854,Europe                      ,Vegetables     ,Online ,H,20100111,987046754,0500242.13
005855,Sub-Saharan Africa          ,Fruits         ,Online ,M,20110910,478387057,0010160.56
005856,Asia                        ,Cosmetics      ,Online ,M,20161127,660945928,1294114.38
005857,Central America and the Cari,Clothes        ,Offline,C,20150723,941022193,0604631.50
005858,Sub-Saharan Africa          ,Personal Care  ,Online ,M,20200527,345227181,0231805.00
005859,Asia                        ,Cereal         ,Offline,M,20181226,670484721,0016300.56
005860,Middle East and North Africa,Household      ,Offline,H,20110113,634031140,0457249.06
005861,Europe                      ,Clothes        ,Online ,C,20131030,823415267,0420811.19
005862,Asia                        ,Meat           ,Online ,H,20140126,546498429,0565364.81
005863,Sub-Saharan Africa          ,Cereal         ,Offline,L,20160103,981454455,0269136.41
005864,Central America and the Cari,Personal Care  ,Online ,L,20140908,226769673,0126327.46
005865,Middle East and North Africa,Baby Food      ,Online ,C,20120108,951242911,0265628.06
005866,Sub-Saharan Africa          ,Vegetables     ,Offline,H,20110602,943985497,0324551.34
005867,Europe                      ,Office Supplies,Online ,L,20120611,764421260,1021741.25
005868,Central America and the Cari,Beverages      ,Offline,H,20160303,592286527,0150336.00
005869,Central America and the Cari,Clothes        ,Online ,L,20191028,677630126,0342817.91
005870,Europe                      ,Fruits         ,Online ,L,20110610,890813386,0000800.12
005871,Middle East and North Africa,Fruits         ,Offline,C,20171228,272510135,0001588.19
005872,Central America and the Cari,Baby Food      ,Offline,M,20140625,183706700,0167755.00
005873,Australia and Oceania       ,Cereal         ,Offline,C,20141105,255701911,0596476.50
005874,Asia                        ,Personal Care  ,Offline,H,20130219,640107095,0019271.14
005875,Sub-Saharan Africa          ,Beverages      ,Offline,L,20100405,658846080,0094758.66
005876,Australia and Oceania       ,Cereal         ,Offline,L,20190424,154155194,0602677.75
005877,Sub-Saharan Africa          ,Vegetables     ,Online ,M,20170622,838583266,0270133.28
005878,Europe                      ,Meat           ,Offline,M,20150704,444991624,0100958.00
005879,Europe                      ,Personal Care  ,Online ,C,20200428,376554095,0240074.80
005880,Asia                        ,Vegetables     ,Offline,L,20181219,756757009,0004419.10
005881,Europe                      ,Household      ,Online ,L,20160104,879399192,0433881.13
005882,Sub-Saharan Africa          ,Cereal         ,Online ,C,20170716,558591973,0764797.50
005883,Europe                      ,Office Supplies,Online ,L,20150206,578759181,0827947.50
005884,Europe                      ,Baby Food      ,Online ,L,20120609,444637143,0658174.75
005885,Asia                        ,Vegetables     ,Online ,M,20200223,631274688,0445887.19
005886,Central America and the Cari,Clothes        ,Online ,C,20180329,334033143,0490946.41
005887,North America               ,Clothes        ,Offline,H,20141224,618586337,0168765.13
005888,Europe                      ,Fruits         ,Offline,L,20200213,370920598,0006029.82
005889,Europe                      ,Personal Care  ,Offline,C,20180309,347334754,0073350.62
005890,Middle East and North Africa,Household      ,Online ,M,20160809,924440133,0204345.09
005891,Sub-Saharan Africa          ,Household      ,Offline,H,20181214,749160563,0350353.22
005892,Central America and the Cari,Vegetables     ,Offline,L,20190812,788732373,0144630.83
005893,Sub-Saharan Africa          ,Personal Care  ,Online ,C,20191028,280704391,0138381.31
005894,Asia                        ,Baby Food      ,Offline,M,20110819,782937943,0727673.25
005895,Sub-Saharan Africa          ,Meat           ,Offline,C,20150429,323606860,0075275.20
005896,Asia                        ,Office Supplies,Online ,L,20200811,151197469,0195182.50
005897,Central America and the Cari,Meat           ,Online ,M,20130510,684508597,0009152.00
005898,Europe                      ,Baby Food      ,Offline,C,20130103,162651574,0102570.20
005899,Australia and Oceania       ,Office Supplies,Offline,M,20131015,495050227,0658772.50
005900,Europe                      ,Snacks         ,Offline,L,20110604,511440885,0307570.91
005901,Middle East and North Africa,Household      ,Offline,C,20190305,911872375,0356982.41
005902,Australia and Oceania       ,Beverages      ,Online ,C,20190926,216706025,0109353.78
005903,Central America and the Cari,Personal Care  ,Online ,M,20130505,616615664,0228872.98
005904,Sub-Saharan Africa          ,Clothes        ,Online ,C,20120605,322587621,0712368.00
005905,Asia                        ,Fruits         ,Offline,C,20141120,315920722,0016428.97
005906,Australia and Oceania       ,Snacks         ,Online ,L,20200212,298226296,0035455.02
005907,Middle East and North Africa,Vegetables     ,Offline,M,20121225,941428172,0528524.38
005908,Asia                        ,Vegetables     ,Offline,H,20111207,737762677,0582437.38
005909,Europe                      ,Meat           ,Online ,C,20100308,949778640,0541169.19
005910,Sub-Saharan Africa          ,Cosmetics      ,Offline,H,20130223,660337388,1280031.00
005911,Asia                        ,Snacks         ,Online ,H,20110915,822612750,0454794.72
005912,Europe                      ,Beverages      ,Online ,L,20190817,210091054,0148237.56
005913,Australia and Oceania       ,Personal Care  ,Online ,L,20141003,366571128,0135273.88
005914,Sub-Saharan Africa          ,Baby Food      ,Online ,H,20190320,656164300,0235144.58
005915,Sub-Saharan Africa          ,Vegetables     ,Online ,M,20190316,513294398,0257191.63
005916,Asia                        ,Personal Care  ,Offline,M,20130213,792697751,0143719.09
005917,Sub-Saharan Africa          ,Clothes        ,Online ,H,20161127,619423186,0730067.06
005918,Central America and the Cari,Personal Care  ,Offline,C,20151205,538832032,0030748.62
005919,Central America and the Cari,Baby Food      ,Online ,C,20130201,266598117,0111389.32
005920,Sub-Saharan Africa          ,Personal Care  ,Offline,H,20121019,938707768,0083800.64
005921,Central America and the Cari,Cosmetics      ,Offline,M,20150821,161459815,1460855.75
005922,Europe                      ,Cereal         ,Offline,M,20121222,561465585,0797132.81
005923,Sub-Saharan Africa          ,Baby Food      ,Online ,C,20130927,335648906,0462524.50
005924,Central America and the Cari,Fruits         ,Online ,M,20170830,901246106,0018328.05
005925,Central America and the Cari,Cereal         ,Online ,L,20200820,145806014,0539956.06
005926,Sub-Saharan Africa          ,Snacks         ,Online ,C,20200120,977189958,0059496.06
005927,Middle East and North Africa,Household      ,Offline,H,20200228,973571765,0062148.75
005928,Middle East and North Africa,Household      ,Offline,C,20160104,933437764,0635077.38
005929,Europe                      ,Snacks         ,Online ,C,20200316,825586783,0459316.19
005930,Sub-Saharan Africa          ,Baby Food      ,Offline,C,20141007,239130151,0266490.81
005931,Sub-Saharan Africa          ,Cosmetics      ,Offline,H,20200825,633491694,0543343.75
005932,Sub-Saharan Africa          ,Cereal         ,Online ,L,20170714,388407742,0649984.81
005933,Asia                        ,Office Supplies,Offline,C,20130506,653927123,0053277.50
005934,Europe                      ,Clothes        ,Offline,C,20170703,400411164,0691511.06
005935,Europe                      ,Clothes        ,Online ,H,20140317,468533694,0615941.25
005936,Asia                        ,Clothes        ,Online ,L,20100717,419281041,0252046.08
005937,Europe                      ,Fruits         ,Online ,H,20200609,783952033,0018516.03
005938,Central America and the Cari,Office Supplies,Online ,L,20160727,814157998,0795248.75
005939,Sub-Saharan Africa          ,Household      ,Offline,C,20100712,731822764,0244286.02
005940,Asia                        ,Beverages      ,Online ,H,20150531,379182660,0116353.80
005941,Europe                      ,Office Supplies,Offline,H,20190206,568786513,0684780.00
005942,Sub-Saharan Africa          ,Cereal         ,Offline,H,20101216,833495652,0774276.63
005943,Asia                        ,Baby Food      ,Online ,C,20190419,776483905,0737834.44
005944,Europe                      ,Clothes        ,Online ,H,20200615,521237599,0341055.38
005945,Sub-Saharan Africa          ,Fruits         ,Online ,M,20190106,261555564,0021591.19
